opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,engage_quarter,close_quarter
LOQ46F0T,Cassey Cress,GTX Basic,,Engaging,03-09-17,,,Q3 2017,
ZH2TBHVZ,Donn Cantrell,GTX Basic,Gekko & Co,Won,03-09-17,08-09-17,635,Q3 2017,Q3 2017
UKJO54QY,Donn Cantrell,GTXPro,Donquadtech,Won,03-09-17,13-09-17,5626,Q3 2017,Q3 2017
9868N4GB,Donn Cantrell,MG Advanced,Xx-zobam,Won,03-09-17,14-12-17,3595,Q3 2017,Q4 2017
JKAYQ4HQ,Elease Gluck,MG Special,,Engaging,03-09-17,,,Q3 2017,
L5UKY73S,Gladys Colclough,GTXPro,Treequote,Lost,03-09-17,04-11-17,0,Q3 2017,Q4 2017
7DDPLMQ5,Gladys Colclough,GTXPro,Inity,Won,03-09-17,02-12-17,4981,Q3 2017,Q4 2017
DZP41ANW,Hayden Neloms,GTX Plus Basic,,Engaging,03-09-17,,,Q3 2017,
GRYHHER0,Hayden Neloms,MG Special,Finhigh,Engaging,03-09-17,,,Q3 2017,
4KVZVHNN,James Ascencio,GTX Basic,Hatfan,Won,03-09-17,14-09-17,524,Q3 2017,Q3 2017
ULWQ61OZ,James Ascencio,MG Special,Nam-zim,Won,03-09-17,06-12-17,54,Q3 2017,Q4 2017
FKU9TS06,Jonathan Berthelot,GTXPro,Funholding,Won,03-09-17,16-09-17,5080,Q3 2017,Q3 2017
H8XH5MFQ,Kary Hendrixson,GTX Plus Pro,,Engaging,03-09-17,,,Q3 2017,
OPFBXGFV,Markita Hansen,MG Special,Scotfind,Won,03-09-17,12-12-17,50,Q3 2017,Q4 2017
UCV49FYZ,Maureen Marcano,GTX Plus Pro,Nam-zim,Won,03-09-17,09-09-17,6656,Q3 2017,Q3 2017
F58R70DY,Reed Clapper,GTXPro,Donquadtech,Won,03-09-17,10-09-17,4641,Q3 2017,Q3 2017
1H2PVLZ3,Rosalina Dieter,GTK 500,Xx-holding,Won,03-09-17,10-11-17,26186,Q3 2017,Q4 2017
YPM5PZMD,Vicki Laflamme,MG Special,,Engaging,03-09-17,,,Q3 2017,
DV6WD759,Vicki Laflamme,MG Advanced,Newex,Won,03-09-17,14-09-17,4251,Q3 2017,Q3 2017
OGHK250E,Violet Mclelland,GTX Basic,,Engaging,03-09-17,,,Q3 2017,
SBC67V5T,Violet Mclelland,MG Special,Ganjaflex,Won,03-09-17,11-09-17,51,Q3 2017,Q3 2017
IDGLZJRX,Violet Mclelland,MG Special,Gekko & Co,Won,03-09-17,09-11-17,62,Q3 2017,Q4 2017
VYG4BHEE,Zane Levy,GTX Basic,Golddex,Lost,03-09-17,01-11-17,0,Q3 2017,Q4 2017
YFTW9Z69,Anna Snelling,MG Advanced,Stanredtax,Lost,04-09-17,12-11-17,0,Q3 2017,Q4 2017
92IDH7MB,Anna Snelling,MG Special,Scottech,Won,04-09-17,21-11-17,58,Q3 2017,Q4 2017
NR1JSUPQ,Boris Faz,GTX Plus Basic,Donware,Won,04-09-17,11-11-17,973,Q3 2017,Q4 2017
ZNOARPNW,Boris Faz,GTX Plus Pro,Kinnamplus,Won,04-09-17,13-09-17,4954,Q3 2017,Q3 2017
FNKZKHTJ,Cassey Cress,GTXPro,Condax,Won,04-09-17,06-09-17,5113,Q3 2017,Q3 2017
KXR63BV7,Corliss Cosme,GTXPro,,Engaging,04-09-17,,,Q3 2017,
UAVOPRPV,Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,04-09-17,26-12-17,4631,Q3 2017,Q4 2017
VMUTS9GK,Daniell Hammack,GTX Plus Pro,Condax,Won,04-09-17,01-11-17,5807,Q3 2017,Q4 2017
SZPU1DSR,Darcel Schlecht,GTX Plus Basic,Hottechi,Lost,04-09-17,30-11-17,0,Q3 2017,Q4 2017
9EGLQG3N,Gladys Colclough,GTX Basic,Zumgoity,Won,04-09-17,14-12-17,640,Q3 2017,Q4 2017
BL23633Z,Gladys Colclough,MG Advanced,Konmatfix,Won,04-09-17,25-11-17,3830,Q3 2017,Q4 2017
87G25M68,James Ascencio,GTX Plus Pro,Cheers,Won,04-09-17,28-12-17,5285,Q3 2017,Q4 2017
8F3RA844,Jonathan Berthelot,GTXPro,Betatech,Lost,04-09-17,19-11-17,0,Q3 2017,Q4 2017
VJ1FT11H,Kami Bicknell,GTX Basic,Xx-holding,Lost,04-09-17,18-11-17,0,Q3 2017,Q4 2017
TKI8MEZZ,Moses Frase,GTX Plus Basic,Domzoom,Won,04-09-17,31-12-17,975,Q3 2017,Q4 2017
QSHP9AHU,Moses Frase,GTX Plus Basic,Funholding,Won,04-09-17,13-12-17,847,Q3 2017,Q4 2017
MIDW7Q49,Niesha Huffines,MG Advanced,Rangreen,Won,04-09-17,15-12-17,2814,Q3 2017,Q4 2017
PW7QNSFG,Rosalina Dieter,MG Advanced,Lexiqvolax,Won,04-09-17,06-11-17,3275,Q3 2017,Q4 2017
WGYE40NI,Versie Hillebrand,MG Special,Betatech,Won,04-09-17,26-12-17,41,Q3 2017,Q4 2017
HLX6W646,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,04-09-17,19-11-17,5185,Q3 2017,Q4 2017
6VMQQKLJ,Vicki Laflamme,GTXPro,Dalttechnology,Won,04-09-17,15-09-17,5191,Q3 2017,Q3 2017
VKIR68JX,Violet Mclelland,GTX Plus Basic,,Engaging,04-09-17,,,Q3 2017,
FYS6IZO4,Violet Mclelland,MG Special,Mathtouch,Won,04-09-17,07-11-17,59,Q3 2017,Q4 2017
7OSD4T24,Violet Mclelland,MG Special,Silis,Won,04-09-17,08-12-17,54,Q3 2017,Q4 2017
W533W8G6,Zane Levy,GTX Basic,,Engaging,04-09-17,,,Q3 2017,
RW3CJO8D,Zane Levy,MG Advanced,,Engaging,04-09-17,,,Q3 2017,
5E274CQS,Boris Faz,GTXPro,,Engaging,05-09-17,,,Q3 2017,
H29A7E6X,Corliss Cosme,GTX Plus Basic,Iselectrics,Won,05-09-17,17-11-17,1076,Q3 2017,Q4 2017
IDN254QN,Daniell Hammack,GTX Basic,Plussunin,Won,05-09-17,20-11-17,490,Q3 2017,Q4 2017
W3U1N1RV,Darcel Schlecht,GTX Plus Pro,dambase,Lost,05-09-17,24-11-17,0,Q3 2017,Q4 2017
5LPKNEEI,Darcel Schlecht,GTXPro,Betatech,Lost,05-09-17,13-09-17,0,Q3 2017,Q3 2017
073UCD9F,Gladys Colclough,MG Special,Betatech,Lost,05-09-17,10-12-17,0,Q3 2017,Q4 2017
7GDSUY9K,Hayden Neloms,GTX Plus Pro,Konmatfix,Engaging,05-09-17,,,Q3 2017,
H5J7C2FE,Kami Bicknell,GTX Basic,,Engaging,05-09-17,,,Q3 2017,
DCZOTU5X,Kary Hendrixson,GTX Basic,Konex,Lost,05-09-17,13-11-17,0,Q3 2017,Q4 2017
KUJ5M6J3,Kary Hendrixson,GTXPro,Labdrill,Won,05-09-17,27-12-17,5663,Q3 2017,Q4 2017
YGUOEIEG,Markita Hansen,GTX Plus Basic,Hottechi,Lost,05-09-17,06-11-17,0,Q3 2017,Q4 2017
1UW6ILCH,Maureen Marcano,GTX Basic,Bioplex,Engaging,05-09-17,,,Q3 2017,
CRL6IB5Z,Niesha Huffines,GTX Plus Basic,Rundofase,Lost,05-09-17,26-11-17,0,Q3 2017,Q4 2017
STVHD67J,Niesha Huffines,GTX Plus Basic,Dontechi,Won,05-09-17,16-09-17,1166,Q3 2017,Q3 2017
I3TDKU30,Rosalina Dieter,MG Special,Nam-zim,Lost,05-09-17,14-09-17,0,Q3 2017,Q3 2017
YUVNXSSD,Versie Hillebrand,MG Special,Konmatfix,Lost,05-09-17,15-09-17,0,Q3 2017,Q3 2017
AZJXZFMR,Versie Hillebrand,MG Special,Rangreen,Lost,05-09-17,26-11-17,0,Q3 2017,Q4 2017
2WPEOPIF,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,05-09-17,04-12-17,491,Q3 2017,Q4 2017
XMCRTC2K,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,05-09-17,07-11-17,5532,Q3 2017,Q4 2017
ZDVZB8PX,Vicki Laflamme,MG Advanced,Blackzim,Won,05-09-17,14-11-17,3930,Q3 2017,Q4 2017
5JS6JI3P,Vicki Laflamme,MG Advanced,Labdrill,Won,05-09-17,21-11-17,2689,Q3 2017,Q4 2017
X6NSKI7H,Cassey Cress,GTX Basic,,Engaging,06-09-17,,,Q3 2017,
FH30JK3J,Cassey Cress,GTX Plus Basic,Ontomedia,Engaging,06-09-17,,,Q3 2017,
ZPXE49AP,Daniell Hammack,GTX Basic,,Engaging,06-09-17,,,Q3 2017,
8DPUST4Y,Darcel Schlecht,GTXPro,Codehow,Won,06-09-17,19-11-17,5987,Q3 2017,Q4 2017
L1QNLM08,Darcel Schlecht,GTXPro,Treequote,Won,06-09-17,30-12-17,5141,Q3 2017,Q4 2017
S4YQYJPM,Darcel Schlecht,MG Special,Codehow,Won,06-09-17,13-09-17,48,Q3 2017,Q3 2017
6BQMENQR,Donn Cantrell,GTXPro,Plussunin,Lost,06-09-17,03-11-17,0,Q3 2017,Q4 2017
XAS0EL71,Donn Cantrell,MG Advanced,Xx-zobam,Won,06-09-17,20-09-17,3206,Q3 2017,Q3 2017
GQNM1QP8,Elease Gluck,MG Special,Labdrill,Won,06-09-17,29-11-17,61,Q3 2017,Q4 2017
9CK2HTJP,Garret Kinder,GTX Plus Basic,Acme Corporation,Lost,06-09-17,04-12-17,0,Q3 2017,Q4 2017
J96E49Z1,Gladys Colclough,GTXPro,Konmatfix,Won,06-09-17,22-11-17,5078,Q3 2017,Q4 2017
X96KGPI8,Jonathan Berthelot,GTX Basic,Statholdings,Lost,06-09-17,19-11-17,0,Q3 2017,Q4 2017
JJDL1F8R,Jonathan Berthelot,GTX Basic,Streethex,Won,06-09-17,07-11-17,532,Q3 2017,Q4 2017
U1XSUD1P,Kami Bicknell,GTX Basic,,Engaging,06-09-17,,,Q3 2017,
0J24X1Y0,Kami Bicknell,MG Special,Lexiqvolax,Won,06-09-17,15-09-17,56,Q3 2017,Q3 2017
OM8LELJW,Kary Hendrixson,GTX Basic,Iselectrics,Engaging,06-09-17,,,Q3 2017,
SEYFLN8Y,Markita Hansen,GTX Plus Basic,Scotfind,Won,06-09-17,09-12-17,1182,Q3 2017,Q4 2017
EID3MR9L,Marty Freudenburg,GTX Plus Pro,Funholding,Won,06-09-17,20-12-17,5788,Q3 2017,Q4 2017
ID2VJE8V,Versie Hillebrand,MG Special,Streethex,Lost,06-09-17,13-09-17,0,Q3 2017,Q3 2017
T3W0Z8KP,Versie Hillebrand,MG Special,Cancity,Won,06-09-17,12-09-17,61,Q3 2017,Q3 2017
2WZU46RL,Vicki Laflamme,GTXPro,Scotfind,Won,06-09-17,16-12-17,5115,Q3 2017,Q4 2017
576N6HHJ,Vicki Laflamme,GTXPro,Y-corporation,Won,06-09-17,15-09-17,5227,Q3 2017,Q3 2017
WEES59KH,Violet Mclelland,MG Special,,Engaging,06-09-17,,,Q3 2017,
WOS93VI5,Wilburn Farren,GTX Plus Basic,Zathunicon,Won,06-09-17,06-12-17,1144,Q3 2017,Q4 2017
95YT659K,Zane Levy,MG Special,Groovestreet,Engaging,06-09-17,,,Q3 2017,
RKI7OEP9,Anna Snelling,MG Special,Statholdings,Lost,07-09-17,18-11-17,0,Q3 2017,Q4 2017
D9CS7EIY,Anna Snelling,GTX Plus Basic,Ron-tech,Won,07-09-17,12-12-17,1249,Q3 2017,Q4 2017
IOPIJ6C6,Boris Faz,GTX Plus Basic,,Engaging,07-09-17,,,Q3 2017,
J1VGTXQS,Boris Faz,GTX Plus Basic,Sumace,Won,07-09-17,03-12-17,1106,Q3 2017,Q4 2017
T87FD71P,Cassey Cress,GTX Plus Basic,Bubba Gump,Won,07-09-17,18-11-17,1251,Q3 2017,Q4 2017
P4PX93RN,Corliss Cosme,GTXPro,Plussunin,Lost,07-09-17,18-11-17,0,Q3 2017,Q4 2017
RLJI4F93,Corliss Cosme,GTXPro,Donware,Won,07-09-17,18-09-17,4975,Q3 2017,Q3 2017
AE306TJU,Corliss Cosme,MG Special,Umbrella Corporation,Won,07-09-17,17-09-17,54,Q3 2017,Q3 2017
D3BO9JDM,Darcel Schlecht,GTXPro,Ron-tech,Won,07-09-17,09-11-17,3975,Q3 2017,Q4 2017
DPDUK8RG,Darcel Schlecht,MG Advanced,Codehow,Won,07-09-17,12-09-17,2969,Q3 2017,Q3 2017
AR35V2L2,Garret Kinder,GTX Basic,Sumace,Won,07-09-17,13-09-17,558,Q3 2017,Q3 2017
FAKATVRQ,Gladys Colclough,GTXPro,Isdom,Lost,07-09-17,29-11-17,0,Q3 2017,Q4 2017
9SU2A73Y,Jonathan Berthelot,GTX Basic,Betatech,Won,07-09-17,18-09-17,585,Q3 2017,Q3 2017
98R4AZA8,Kary Hendrixson,GTX Basic,Plexzap,Won,07-09-17,17-12-17,566,Q3 2017,Q4 2017
9FE75D1D,Markita Hansen,GTXPro,Scotfind,Won,07-09-17,16-11-17,4722,Q3 2017,Q4 2017
S5NVSXEX,Moses Frase,GTX Plus Basic,Condax,Won,07-09-17,11-12-17,1033,Q3 2017,Q4 2017
C6F5DTFR,Niesha Huffines,GTX Basic,Dontechi,Won,07-09-17,19-12-17,587,Q3 2017,Q4 2017
R4X2MOO1,Reed Clapper,GTX Plus Pro,Silis,Lost,07-09-17,27-11-17,0,Q3 2017,Q4 2017
QEZ2X87C,Rosalina Dieter,MG Special,Iselectrics,Engaging,07-09-17,,,Q3 2017,
8FULX0EA,Versie Hillebrand,MG Special,Funholding,Won,07-09-17,02-11-17,62,Q3 2017,Q4 2017
WA5NRVIG,Versie Hillebrand,MG Special,Konmatfix,Won,07-09-17,12-12-17,54,Q3 2017,Q4 2017
XO7D3NYR,Vicki Laflamme,GTX Basic,Condax,Won,07-09-17,03-11-17,499,Q3 2017,Q4 2017
ZN8LHN9B,Wilburn Farren,GTX Plus Pro,Zotware,Lost,07-09-17,17-11-17,0,Q3 2017,Q4 2017
S8FODURJ,Zane Levy,GTX Basic,Nam-zim,Engaging,07-09-17,,,Q3 2017,
BFH34LVO,Zane Levy,GTX Basic,Faxquote,Won,07-09-17,26-11-17,458,Q3 2017,Q4 2017
QHVGK8DM,Zane Levy,MG Special,Condax,Won,07-09-17,30-11-17,61,Q3 2017,Q4 2017
BALJ5E9J,Anna Snelling,MG Special,Treequote,Lost,08-09-17,17-12-17,0,Q3 2017,Q4 2017
3Y6REURA,Anna Snelling,GTX Plus Pro,Funholding,Won,08-09-17,24-09-17,5600,Q3 2017,Q3 2017
3UI5JBOA,Boris Faz,GTX Plus Pro,Umbrella Corporation,Lost,08-09-17,19-11-17,0,Q3 2017,Q4 2017
8AKZH8QS,Boris Faz,GTX Plus Basic,Zotware,Won,08-09-17,17-12-17,1259,Q3 2017,Q4 2017
FAS1KT97,Boris Faz,GTX Plus Basic,Zotware,Won,08-09-17,14-09-17,1114,Q3 2017,Q3 2017
RAPX57I3,Boris Faz,MG Special,Kinnamplus,Won,08-09-17,25-11-17,57,Q3 2017,Q4 2017
UZ4JMG8Z,Cassey Cress,GTX Plus Basic,Donquadtech,Lost,08-09-17,25-11-17,0,Q3 2017,Q4 2017
PV411N8I,Cecily Lampkin,MG Special,Scottech,Lost,08-09-17,17-11-17,0,Q3 2017,Q4 2017
C58775JM,Corliss Cosme,GTXPro,Bluth Company,Lost,08-09-17,30-12-17,0,Q3 2017,Q4 2017
A2PIOJWL,Daniell Hammack,GTXPro,Betasoloin,Lost,08-09-17,19-09-17,0,Q3 2017,Q3 2017
SSEOGPPI,Darcel Schlecht,MG Advanced,Funholding,Won,08-09-17,10-09-17,3346,Q3 2017,Q3 2017
5MFY1D4C,Donn Cantrell,GTX Basic,Kan-code,Lost,08-09-17,18-09-17,0,Q3 2017,Q3 2017
PQLMEIG0,Donn Cantrell,GTX Basic,Kan-code,Lost,08-09-17,22-09-17,0,Q3 2017,Q3 2017
6CV2KEKP,Donn Cantrell,MG Advanced,Ontomedia,Lost,08-09-17,16-09-17,0,Q3 2017,Q3 2017
FQD0IJBC,Elease Gluck,GTX Basic,Green-Plus,Lost,08-09-17,25-11-17,0,Q3 2017,Q4 2017
EJGRLQP8,James Ascencio,GTXPro,,Engaging,08-09-17,,,Q3 2017,
8DDR4MUL,James Ascencio,MG Advanced,,Engaging,08-09-17,,,Q3 2017,
E28C318S,James Ascencio,GTX Basic,Newex,Won,08-09-17,04-11-17,546,Q3 2017,Q4 2017
6BUW3ZVC,Jonathan Berthelot,GTX Basic,Bioholding,Lost,08-09-17,04-11-17,0,Q3 2017,Q4 2017
ZW5XV2QY,Kami Bicknell,GTX Basic,Cheers,Lost,08-09-17,14-11-17,0,Q3 2017,Q4 2017
MOSX49BG,Kami Bicknell,GTX Basic,Finjob,Won,08-09-17,24-11-17,596,Q3 2017,Q4 2017
BDEP8ZEH,Kary Hendrixson,GTX Plus Basic,Sonron,Lost,08-09-17,21-12-17,0,Q3 2017,Q4 2017
WSKZBAYI,Kary Hendrixson,GTX Plus Basic,Fasehatice,Won,08-09-17,08-12-17,1171,Q3 2017,Q4 2017
19H5KFIC,Marty Freudenburg,GTX Plus Basic,Globex Corporation,Won,08-09-17,03-12-17,1021,Q3 2017,Q4 2017
H0RRUQZ6,Maureen Marcano,MG Special,,Engaging,08-09-17,,,Q3 2017,
7PCCI1U2,Reed Clapper,MG Advanced,Kan-code,Lost,08-09-17,17-11-17,0,Q3 2017,Q4 2017
8XXD2LMP,Rosie Papadopoulos,GTX Plus Pro,Donquadtech,Lost,08-09-17,02-12-17,0,Q3 2017,Q4 2017
USNQY75J,Zane Levy,MG Special,Fasehatice,Lost,08-09-17,04-11-17,0,Q3 2017,Q4 2017
EI7DU48C,Zane Levy,MG Advanced,Kan-code,Lost,08-09-17,14-12-17,0,Q3 2017,Q4 2017
1A1BI5VB,Boris Faz,GTXPro,Mathtouch,Won,09-09-17,22-09-17,4609,Q3 2017,Q3 2017
UYJVA76O,Cassey Cress,GTX Plus Basic,Zathunicon,Lost,09-09-17,21-11-17,0,Q3 2017,Q4 2017
DR2H05BG,Cecily Lampkin,GTX Basic,Bioholding,Won,09-09-17,22-09-17,600,Q3 2017,Q3 2017
M765WQ4W,Corliss Cosme,GTXPro,Konex,Won,09-09-17,13-09-17,5067,Q3 2017,Q3 2017
2PXZ68OA,Darcel Schlecht,GTXPro,Scottech,Won,09-09-17,05-12-17,5127,Q3 2017,Q4 2017
TDVM9PDL,Donn Cantrell,GTX Basic,Ganjaflex,Won,09-09-17,26-12-17,547,Q3 2017,Q4 2017
LBYGH8WS,Garret Kinder,GTX Plus Pro,Plussunin,Lost,09-09-17,27-09-17,0,Q3 2017,Q3 2017
NJC4XMEN,James Ascencio,GTX Plus Basic,Initech,Engaging,09-09-17,,,Q3 2017,
OBCBK0XR,Kami Bicknell,MG Advanced,Faxquote,Lost,09-09-17,30-11-17,0,Q3 2017,Q4 2017
IX8AYR6F,Kami Bicknell,GTX Basic,Faxquote,Won,09-09-17,14-12-17,582,Q3 2017,Q4 2017
4LVXK5H1,Kami Bicknell,GTX Plus Basic,J-Texon,Won,09-09-17,25-09-17,1047,Q3 2017,Q3 2017
O5CWW9P3,Lajuana Vencill,MG Special,Funholding,Lost,09-09-17,21-11-17,0,Q3 2017,Q4 2017
IMLFM79C,Markita Hansen,GTX Plus Basic,,Engaging,09-09-17,,,Q3 2017,
DPXZ0ONG,Niesha Huffines,GTXPro,Finhigh,Lost,09-09-17,15-11-17,0,Q3 2017,Q4 2017
2LOQKW1C,Niesha Huffines,GTX Basic,Domzoom,Won,09-09-17,24-09-17,568,Q3 2017,Q3 2017
MA1LQG9S,Niesha Huffines,GTX Plus Pro,Inity,Won,09-09-17,27-11-17,6255,Q3 2017,Q4 2017
YR4EFQ4C,Reed Clapper,GTXPro,Bubba Gump,Won,09-09-17,03-12-17,4647,Q3 2017,Q4 2017
KB7DTUXO,Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Won,09-09-17,08-11-17,5042,Q3 2017,Q4 2017
JMQRT3TC,Versie Hillebrand,MG Special,Dontechi,Won,09-09-17,31-12-17,57,Q3 2017,Q4 2017
XETHS437,Versie Hillebrand,MG Special,Rundofase,Won,09-09-17,07-12-17,53,Q3 2017,Q4 2017
6EYTZB6F,Versie Hillebrand,MG Advanced,Konmatfix,Won,09-09-17,12-12-17,3811,Q3 2017,Q4 2017
DXY9EZ55,Vicki Laflamme,GTX Basic,Hottechi,Won,09-09-17,12-12-17,456,Q3 2017,Q4 2017
ESZPH44N,Violet Mclelland,GTXPro,Mathtouch,Lost,09-09-17,19-12-17,0,Q3 2017,Q4 2017
ITDTMROU,Cassey Cress,MG Advanced,Xx-zobam,Won,10-09-17,05-12-17,3371,Q3 2017,Q4 2017
IFO74RWI,Cecily Lampkin,GTX Plus Basic,Treequote,Won,10-09-17,29-11-17,1151,Q3 2017,Q4 2017
4O6T16XI,Cecily Lampkin,MG Advanced,Scottech,Won,10-09-17,25-12-17,3748,Q3 2017,Q4 2017
SUPA1RHK,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,10-09-17,15-09-17,5717,Q3 2017,Q3 2017
MDHD11QD,Corliss Cosme,GTXPro,Donquadtech,Won,10-09-17,15-09-17,5027,Q3 2017,Q3 2017
PERK5YXJ,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,10-09-17,13-12-17,1111,Q3 2017,Q4 2017
MUUNQNG2,Darcel Schlecht,GTX Plus Basic,Bioholding,Won,10-09-17,17-09-17,1159,Q3 2017,Q3 2017
J1SCD7QL,Darcel Schlecht,MG Advanced,Rangreen,Won,10-09-17,06-11-17,3251,Q3 2017,Q4 2017
9LILLW96,Garret Kinder,GTX Plus Pro,Bubba Gump,Lost,10-09-17,01-11-17,0,Q3 2017,Q4 2017
R0DKB8FJ,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Lost,10-09-17,07-12-17,0,Q3 2017,Q4 2017
S5R9O6TL,Gladys Colclough,GTX Plus Basic,Codehow,Won,10-09-17,18-12-17,1083,Q3 2017,Q4 2017
N78A330G,Gladys Colclough,MG Special,Bioholding,Won,10-09-17,08-11-17,54,Q3 2017,Q4 2017
ZGW9SCQ0,Hayden Neloms,MG Advanced,,Engaging,10-09-17,,,Q3 2017,
ZHI12PI4,Hayden Neloms,MG Advanced,Blackzim,Won,10-09-17,29-12-17,3302,Q3 2017,Q4 2017
34XWXEQE,James Ascencio,GTXPro,,Engaging,10-09-17,,,Q3 2017,
38ZR3URJ,James Ascencio,GTX Basic,Golddex,Won,10-09-17,25-11-17,552,Q3 2017,Q4 2017
6DJ817MW,James Ascencio,GTX Basic,Singletechno,Won,10-09-17,16-11-17,468,Q3 2017,Q4 2017
9HCLI5PO,Jonathan Berthelot,GTX Basic,dambase,Lost,10-09-17,17-11-17,0,Q3 2017,Q4 2017
PRY70ISY,Jonathan Berthelot,GTX Basic,Hottechi,Lost,10-09-17,04-12-17,0,Q3 2017,Q4 2017
8NG46N94,Kami Bicknell,GTXPro,,Engaging,10-09-17,,,Q3 2017,
CS2ZS0B4,Kami Bicknell,GTX Plus Pro,Rantouch,Lost,10-09-17,27-09-17,0,Q3 2017,Q3 2017
R7LGVRHC,Kami Bicknell,GTXPro,J-Texon,Won,10-09-17,12-11-17,4467,Q3 2017,Q4 2017
3KLVZN6M,Kary Hendrixson,GTX Basic,Cheers,Won,10-09-17,05-12-17,538,Q3 2017,Q4 2017
WGSLK719,Kary Hendrixson,MG Advanced,Y-corporation,Won,10-09-17,12-12-17,3021,Q3 2017,Q4 2017
0MMDQ1OR,Lajuana Vencill,GTX Basic,Codehow,Won,10-09-17,12-11-17,511,Q3 2017,Q4 2017
SMQV0BRI,Maureen Marcano,GTX Plus Pro,Blackzim,Won,10-09-17,21-09-17,5832,Q3 2017,Q3 2017
XT8HCGAD,Rosalina Dieter,MG Special,Bubba Gump,Engaging,10-09-17,,,Q3 2017,
WIQQUZRQ,Rosalina Dieter,MG Special,,Engaging,10-09-17,,,Q3 2017,
X56STCJP,Versie Hillebrand,GTX Plus Pro,Inity,Lost,10-09-17,30-09-17,0,Q3 2017,Q3 2017
K214R7RK,Versie Hillebrand,MG Advanced,Conecom,Lost,10-09-17,24-11-17,0,Q3 2017,Q4 2017
NR9UD54C,Versie Hillebrand,MG Special,Warephase,Won,10-09-17,27-11-17,50,Q3 2017,Q4 2017
GTXI4PAR,Vicki Laflamme,MG Advanced,Scotfind,Lost,10-09-17,24-11-17,0,Q3 2017,Q4 2017
T94JAB4C,Vicki Laflamme,MG Special,Plexzap,Won,10-09-17,22-11-17,58,Q3 2017,Q4 2017
8YOOE8I5,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,10-09-17,24-11-17,0,Q3 2017,Q4 2017
8G2OTKLL,Violet Mclelland,MG Special,Mathtouch,Won,10-09-17,27-09-17,66,Q3 2017,Q3 2017
LOHJU3OB,Zane Levy,GTXPro,,Engaging,10-09-17,,,Q3 2017,
LW0Z6TMR,Anna Snelling,GTX Basic,Finhigh,Lost,11-09-17,13-09-17,0,Q3 2017,Q3 2017
R3NAMX4P,Anna Snelling,GTX Plus Pro,Toughzap,Lost,11-09-17,14-11-17,0,Q3 2017,Q4 2017
VYJ20GOM,Anna Snelling,MG Special,Cancity,Won,11-09-17,17-11-17,44,Q3 2017,Q4 2017
GIWI7CWJ,Boris Faz,GTX Plus Basic,Konex,Won,11-09-17,30-12-17,1140,Q3 2017,Q4 2017
VTO3SNNX,Cassey Cress,GTX Plus Pro,Zencorporation,Won,11-09-17,21-09-17,5245,Q3 2017,Q3 2017
OVPNOM6O,Cecily Lampkin,GTX Plus Pro,Gogozoom,Won,11-09-17,04-12-17,5520,Q3 2017,Q4 2017
0558PJL2,Corliss Cosme,GTX Basic,,Engaging,11-09-17,,,Q3 2017,
JB60NPU9,Corliss Cosme,GTXPro,,Engaging,11-09-17,,,Q3 2017,
6KM4E0V1,Darcel Schlecht,GTX Plus Pro,Inity,Lost,11-09-17,19-11-17,0,Q3 2017,Q4 2017
QWIPE5FB,Darcel Schlecht,GTXPro,Ron-tech,Lost,11-09-17,14-11-17,0,Q3 2017,Q4 2017
BZPU6P5P,Garret Kinder,MG Special,Yearin,Lost,11-09-17,23-12-17,0,Q3 2017,Q4 2017
ZCFAVNF3,Gladys Colclough,MG Special,Streethex,Won,11-09-17,20-09-17,53,Q3 2017,Q3 2017
77IBMLTB,James Ascencio,GTX Plus Pro,,Engaging,11-09-17,,,Q3 2017,
RDMKSDT0,Kami Bicknell,GTX Plus Pro,Plusstrip,Won,11-09-17,10-12-17,4872,Q3 2017,Q4 2017
QPCY8RU0,Kary Hendrixson,GTX Basic,Doncon,Lost,11-09-17,24-11-17,0,Q3 2017,Q4 2017
Y93GK95W,Markita Hansen,MG Advanced,Hatfan,Won,11-09-17,21-09-17,3138,Q3 2017,Q3 2017
ZPB5KNCD,Maureen Marcano,GTX Basic,Finjob,Lost,11-09-17,28-09-17,0,Q3 2017,Q3 2017
ZDAJ4PFJ,Moses Frase,GTX Basic,Bioholding,Won,11-09-17,03-12-17,513,Q3 2017,Q4 2017
7VHJG9J1,Reed Clapper,GTX Plus Basic,Iselectrics,Lost,11-09-17,28-12-17,0,Q3 2017,Q4 2017
S2XTTF3B,Rosalina Dieter,MG Special,,Engaging,11-09-17,,,Q3 2017,
8XY5IA68,Rosie Papadopoulos,GTXPro,Sonron,Engaging,11-09-17,,,Q3 2017,
EHPG1PNC,Violet Mclelland,GTX Basic,Kan-code,Won,11-09-17,18-12-17,644,Q3 2017,Q4 2017
RKOQZJZR,Zane Levy,GTX Plus Basic,J-Texon,Engaging,11-09-17,,,Q3 2017,
